Harmonized Variable,Harmonized Variable Description,SNOMED CT ID,NINDS CDE ID,Studies Mapped,Missing Samples (%)_x,Study Mapped,Variable Field Name,Variable Description,Missing Samples (%)_y,dataset,var,Study,Variable name,Variable description,dbGaP Study Accession,Variable accession,Dataset accession,Dataset name,phv,values,studyId,dtId,varId,is_categorical,is_continuous,columnmeta_is_stigmatized,columnmeta_name,description,columnmeta_min,HPDS_PATH,derived_group_id,columnmeta_hpds_path,columnmeta_var_id,columnmeta_var_group_description,derived_var_description,derived_variable_level_data,data_hierarchy,derived_group_description,columnmeta_max,columnmeta_description,derived_study_id,hashed_var_id,columnmeta_data_type,derived_var_id,columnmeta_study_id,is_stigmatized,derived_var_name,derived_study_abv_name,derived_study_description,columnmeta_var_group_id,derived_group_name,columnmeta_HPDS_PATH,min,max
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,ang,ANGINA PECTORIS,phs000209.v13.p3,phv00087859.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087859,"['NO', 'YES']",phs000209,pht001123,phv00087859,True,False,False,ang,ANGINA PECTORIS,,\phs000209\pht001123\phv00087859\ang\,pht001123.v7,\phs000209\pht001123\phv00087859\ang\,phv00087859,,ANGINA PECTORIS,{},,,,ANGINA PECTORIS,phs000209.v13,050fe6d74fcd697376bdd8f7cad665f7e83d6560696c7adc5b376f994a7e028f,categorical,phv00087859.v6,phs000209,False,ang,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087859\ang\,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.ang,Angina Pectoris,0.4549457,mesaevthr2015_drepos_20200330,ang,Framingham Cohort,ANG,ANG - OLINK CARDIOMETABOLIC(V.3602) - P03950 - OID01226 (Sample type: EDTA plasma),phs000007.v33.p14,phv00462297.v2.p14,pht010727.v2.p14,l_prothf_ex07_1_1148s,phv00462297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXCVD,History of cardiovascular disease,49601007,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,1.12,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.angtt,Time to Angina or End of Year 2015 (days),0.4549457,mesaevthr2015_drepos_20200330,angtt,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13.p3,phv00087861.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087861,[],phs000209,pht001123,phv00087861,False,True,False,angtt,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),0.0,\phs000209\pht001123\phv00087861\angtt\,pht001123.v7,\phs000209\pht001123\phv00087861\angtt\,phv00087861,,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),{},,,4184.0,TIME TO ANGINA OR LAST FOLLOW-UP (DAYS),phs000209.v13,0b886c7d8907c99815f319280e8b5a679e379c51f4dd8b535545fbd8b188e8cf,continuous,phv00087861.v6,phs000209,False,angtt,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087861\angtt\,0.0,4184.0
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.cbg,Coronary Bypass Graft (CBG),0.4549457,mesaevthr2015_drepos_20200330,cbg,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,cbg,CORONARY BYPASS GRAFT (CBG),phs000209.v13.p3,phv00087865.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087865,"['NO', 'YES']",phs000209,pht001123,phv00087865,True,False,False,cbg,CORONARY BYPASS GRAFT (CBG),,\phs000209\pht001123\phv00087865\cbg\,pht001123.v7,\phs000209\pht001123\phv00087865\cbg\,phv00087865,,CORONARY BYPASS GRAFT (CBG),{},,,,CORONARY BYPASS GRAFT (CBG),phs000209.v13,e671e4be2d996c6f1029548878272b2b7b540cc59a13119b0fbc67ee934729aa,categorical,phv00087865.v6,phs000209,False,cbg,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087865\cbg\,,
HXHRTD,History of heart disease,56265001,C21869; C17477; C17479,ARICFraminghamMESAREGARDS,0.43,MESA,mesaevthr2015_drepos_20200330.cbg,Coronary Bypass Graft (CBG),0.4549457,mesaevthr2015_drepos_20200330,cbg,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,cbg,CORONARY BYPASS GRAFT (CBG),phs000209.v13.p3,phv00087865.v6.p3,pht001123.v7.p3,MESA_ThruYear2011Events,phv00087865,"['NO', 'YES']",phs000209,pht001123,phv00087865,True,False,False,cbg,CORONARY BYPASS GRAFT (CBG),,\phs000209\pht001123\phv00087865\cbg\,pht001123.v7,\phs000209\pht001123\phv00087865\cbg\,phv00087865,,CORONARY BYPASS GRAFT (CBG),{},,,,CORONARY BYPASS GRAFT (CBG),phs000209.v13,e671e4be2d996c6f1029548878272b2b7b540cc59a13119b0fbc67ee934729aa,categorical,phv00087865.v6,phs000209,False,cbg,MESA,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort,pht001123,MESA_ThruYear2011Events,\phs000209\pht001123\phv00087865\cbg\,,
